Auteur: ZhenZhen ∾ | Channel: 💬-𝘓𝘦-𝘨𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Djfxmjddpudoyo | Msg_id: 817558144074121258
Msg_id: 817692219967930369 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: nan nan juste un ban normal il a perdu à la roulette russe
Msg_id: 817692907326799883 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: 
Msg_id: 817693164747358228 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: quelqu'un l'a revu depuis? j'crois que'elle s'est etouffée
Msg_id: 817693202235654144 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: <@!752940390591758346>
Msg_id: 817693442754215947 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Jppppp 😭😭😭😭😭😭😭😭😭😭😭😭😭 oh god mais a ce moment là je rigolais vrmt
Msg_id: 817693472751353906 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Ya plus de 😭😭😭😭
Msg_id: 817693496835178517 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Que des écritures
Msg_id: 817693589785149440 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: ça va tu t'en es remise?
Msg_id: 817693617934041148 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Là c'est pcq Maira a mute asmo et Amine 😭😭😭
Msg_id: 817693657535741963 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: pourquoi? 😭
Msg_id: 817693702449135646 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Jpppppp ouiii 😭😭😭😭 je me sens biieeeeenn auj ^^
Msg_id: 817693790403952641 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Jsplus ah oui peut être pcq ils parlaient trop 😭😭😭😭😭😭😭
Msg_id: 817693924889198592 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: bahahahhahaha je viens de voir le message épinglé de ce salon ptdrrrrrr
Msg_id: 817694218600316928 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Oh naaan jsuis morte 😭😭😭😭😭😭😭😭😭
Msg_id: 817694274279440384 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Mais ou trouve t il cette inspi ? 😭😭😭😭😭😭
Msg_id: 817694609421107201 | Auteur: charles | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: je sais pas mais c'est une masterclass
Msg_id: 817694894851620875 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: bonjour
Msg_id: 817694902493380650 | Auteur: Sabrina 🌶 | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Jpppppp il est trop fort Amine 😭😭😭😭😭😭😭😭😭😭
Msg_id: 817695657820553246 | Auteur: Sabrina 🌶 | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Jppppp il est pas dans la liste des ban
Msg_id: 817695702678765578 | Auteur: Sabrina 🌶 | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Il peut point revenir
Msg_id: 817695841446920192 | Auteur: Sabrina 🌶 | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Hola Señorita Gigaa feeeeeee 🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🐛🐛🐛🐛🐛🐛🐛🐛🐛🐛🐛🐛🐛🐛
Msg_id: 817698239469846538 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: COMMENT ÇA VAAAAA? ✨✨✨💞💞💞
Msg_id: 817698545850908682 | Auteur: Sabrina 🌶 | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Fatiguée mais je tiens le coup et toi ??
Msg_id: 817699351140630528 | Auteur: Sabrina 🌶 | Channel: 〘🥊〙𝘉𝘶𝘮𝘱-2𝘩 | Message: !d bump
Msg_id: 817701192892809226 | Auteur: Sabrina 🌶 | Channel: 〘🥊〙𝘉𝘶𝘮𝘱-2𝘩 | Message: !d bump
Msg_id: 817702667022499861 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ça va super!!
Msg_id: 817702839555981332 | Auteur: Sabrina 🌶 | Channel: 〘🥊〙𝘉𝘶𝘮𝘱-2𝘩 | Message: !d bump
Msg_id: 817711370521935884 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Wsh la zone
Msg_id: 817711622566314045 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: wsh asmo le modo
Msg_id: 817711659748818944 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ca va maira la fonda
Msg_id: 817711687410515968 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: bahahahaha ça va et toi ?
Msg_id: 817711777328267275 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Bahahaha comme sur des roulette, je vais encore tryhard lol comme un fils se pute
Msg_id: 817711892348141589 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: stream !
Msg_id: 817711983385640980 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: j'ai perdu toutes mes games en ranked hier ça me fume
Msg_id: 817711999327797268 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 4 games 4 lose
Msg_id: 817712032714457089 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Juure
Msg_id: 817712042353623061 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Halala
Msg_id: 817712072623390731 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ouais alors que javais gagné ma lane
Msg_id: 817712079423275028 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ça me clc
Msg_id: 817712079259697173 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Pourtant tu jouais  bien en normal
Msg_id: 817712139996758037 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: c'est les ranked hein
Msg_id: 817712159411666974 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Apres tkt jai eu des bonnes game de fdp hier aussi
Msg_id: 817712187627012136 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ouais jai vu
Msg_id: 817712229935742997 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Vasi bah jme poupou jbois un café et go mdr
Msg_id: 817712271232466974 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: MDRRR oki
Msg_id: 817712287972327435 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Aujd 5 branlette faut pas joublie
Msg_id: 817712555958206484 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: https://tenor.com/view/aubergine-eggplant-gif-18068998
Msg_id: 817712567668834325 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ta bite demain
Msg_id: 817712659952304179 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: https://tenor.com/view/cock-penis-balls-gif-15812787
Msg_id: 817712711818280971 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: PTDRRRRRR
Msg_id: 817712728424185867 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: gros chien va
Msg_id: 817712787726794773 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: C'est ceux qui en parle le plus qui en font le moins
Msg_id: 817712812913983509 | Auteur: adalia | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Tu dois pas voir une meuf toi
Msg_id: 817712837157060608 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: <@!463834698230005760> BAHAHAHAHAHAHAHA
Msg_id: 817712893583163412 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: il va en voir une demain
Msg_id: 817712971970379826 | Auteur: adalia | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ouai ouai puis demain  sa sera lundi
Msg_id: 817712994602713098 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: jppppp
Msg_id: 817713083229143091 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 
Msg_id: 817713112261984277 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: PTDRRRRR
Msg_id: 817713718149382157 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Wsh pkoi ça a voulu me terminer
Msg_id: 817713747425755137 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Respectez votre modo bande de chien
Msg_id: 817713790786338816 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 
Msg_id: 817713819408531466 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: OOF
Msg_id: 817713845208350721 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ça veut trop te faire asmo
Msg_id: 817713874131484684 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: C'est qui lui sudo cul la ?
Msg_id: 817713935246426134 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: j'crois c'est un pote à SABINOUSH
Msg_id: 817713944961351720 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 
Msg_id: 817713997431308308 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: je te vole ce meme
Msg_id: 817714022173638707 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Le plus grand des akeur du discord game
Msg_id: 817714075961131018 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: <@473612368375709696> jsp t ki toi mais viens voc dans 10mn jte termine tellement fort tu vas avoir un deuxième anis à la place des narines sale suceur de chèvres tétraplégique
Msg_id: 817714132672708608 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Vasi si tu veux mon petit
Msg_id: 817714167506403358 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Vasi jsuis chaud mon gars
Msg_id: 817714191439101953 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Jgo chier un coup prepare toi
Msg_id: 817714211302932520 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Chaudes tu veux dire
Msg_id: 817714255326347284 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: omg
Msg_id: 817714270505926666 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: je fais l'arbitre
Msg_id: 817714322011717632 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Du coco 5 min de debitage ?
Msg_id: 817714326592946176 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Chut tessoufle pas, met de l'huile sur ton anus et patiente gentiment pupute
Msg_id: 817714355319603220 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Mon petit <@463834698230005760>
Msg_id: 817714387959808000 | Auteur: Zibane | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Chepa j’ai quoi mais j’me trouve degeu
Msg_id: 817714400407846942 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Wsh arrêtez de parler de débitage c'est un bail de faible ca
Msg_id: 817714413363527680 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: jpppppp
Msg_id: 817714456696061963 | Auteur: Zibane | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Sa débite sa mère la pute
Msg_id: 817714461023404052 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Bah vien mon petit Asmo
Msg_id: 817714517672460288 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Laisse moi chier fdp jarrive
Msg_id: 817714537523314729 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: On va débité je vais te mettre 4 claques sur le frond
Msg_id: 817714571867193375 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Avec ton crâne de shrek
Msg_id: 817714631551221770 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ASMO AVANT DE FAIRE LE CLASH ATTENDEZ MOI
Msg_id: 817714634752393216 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: On fait sa après j'attends mon tatou
Msg_id: 817714683862581249 | Auteur: Zibane | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Jvais te mettre un coup de boule tu vas perdre 50 ans d’espérance de vie batard
Msg_id: 817714703261630467 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: On ce join à 13h00
Msg_id: 817714704876044308 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: La tu vois la merde que jsuis entrain de lâcher dans mes chiottes jvais la récolter te l'envoyer par la poste et ta daronne elle va le manger avec une paille
Msg_id: 817714797646184458 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: https://tenor.com/view/-gif-4303267
Msg_id: 817714843956019210 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ce tdc il ce déchire l'anus à chaque fois qui chie mgl
Msg_id: 817714872652529674 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Oui
Msg_id: 817714957512212481 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Tu saigne du cul on dirait que ta t'es régle
Msg_id: 817714961798397963 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Et ya une photo de ton gros crane au fond de mes chiottes
Msg_id: 817715024062578699 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 
Msg_id: 817715095622778940 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Tant mieux si t'es un fanboy de moi
Msg_id: 817715243425464341 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Il est tellement acro à moi que il ma mis sur le plafond de sa chambre avant d'aller dormir
Msg_id: 817715264057376779 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Toi tu mas chauffer la vie dma mère je finis de chier je tenvois mon dossier shrek en mp
Msg_id: 817715348895432704 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 
Msg_id: 817715462263668747 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Miskina ta meilleur arme cest des mêmes ca se voit tu te fais taper par ta petite sœur fdp
Msg_id: 817715563341938688 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Mdr quel age à tu mon petite Asmo
Msg_id: 817715587856728084 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ma*
Msg_id: 817715605779513364 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: D'ailleurs tu te fais taper par ta petite sœur et moi jme la tape
Msg_id: 817715645868146698 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Jai 13 ans et toi
Msg_id: 817715688088403998 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ah ouais mais s pas marrant si ta 13 ans
Msg_id: 817715730568970260 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ta Kel âge toi
Msg_id: 817715751585841153 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: 23
Msg_id: 817715855004532747 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Tkt j'irais pas dire à ton entourage qu'un gamin de 13 ans ta terminer
Msg_id: 817715889788289055 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Askip
Msg_id: 817715931705901096 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: On verra sa
Msg_id: 817715953231724554 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Vasi mgl
Msg_id: 817715966782996491 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Rdv a 13h
Msg_id: 817716094361010186 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Tu crois si je dis à ta daronne que je charcute sont fils à coup de balayette elle réagi comment
Msg_id: 817716144508633088 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ta ptit mamounette en manque de ma keket
Msg_id: 817716309134671872 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Elle va te dire : impossible quil se fasse terminer par un puceau incontinent de 23 ans qui suce le gros clitho a sa maman pour trouver le sommeil la nuit
Msg_id: 817716509349904385 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Et puis elle vas fermer sa gueule par ce que je lui aurait mis une droite dans la jugulaire
Msg_id: 817716565885190196 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Et bim coma éthylique
Msg_id: 817716641915732010 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Je t'en veux pas, tu tape les femmes car c'est les seuls contre qui t'as une chance de gagner
Msg_id: 817716665122816030 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Elle ce réveille plus le ptit Asmo en sueur vas chez les putes pour trouver une daronne
Msg_id: 817716668108111902 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Tu reconnais ta faiblesse c'est bien
Msg_id: 817716751344467978 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Jvais chez les putr pour trouver une daronne, je tombe sur ta sœur ta mère et ta tante
Msg_id: 817716787767672862 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Jrepart avec les 3 et ta plus de famille
Msg_id: 817716790179397644 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Même même ton daron je lui met un coup de pied balayette circulaire
Msg_id: 817716851848904704 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Mais*
Msg_id: 817716909793214526 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: La seul personne que ta terminer c'est ton daron quand il est mort du sida
Msg_id: 817716994173567026 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Avec un peux de chance du trouveras ta grand mére en train de le pomper fort
Msg_id: 817717032648572969 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Il me raconte quoi lui
Msg_id: 817717041419124751 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Mdr
Msg_id: 817717093696274462 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Ta daronne et morte du Corona s bon
Msg_id: 817717155448487996 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Elle a sucer Donald Trump
Msg_id: 817717202647777322 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Je lui avait dis de pas le faire
Msg_id: 817717209551339540 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Hier jmennuyais j'ai déterré le cadavre de ton grand-père et jlai biffle jusqu'a ce quil recussite
Msg_id: 817717368599740417 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Bon mon khey j'arrête la je voudrais pas que tu utilise toute tes punch avant 13h ce serait dommage 😘
Msg_id: 817717436614443008 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Vasi vasi moi non plus 😁
Msg_id: 817717853809410058 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: <@!466700738194833411> viens voc toi j'vais lancer
Msg_id: 817717987699195924 | Auteur: c moi wsh | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: tic tac tic tac
Msg_id: 817718097367531560 | Auteur: Asmoless El Dictator | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: c'est l'bruit d'ma montre que j'ai perdu dans l'vagin de la daronne a sudo su
Msg_id: 817718237650223114 | Auteur: absolut maïrouille la débrouille | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: oui
Msg_id: 817718316331171870 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Nan s bon la bombe que j'ai oublier dans la daronne a asmo
Msg_id: 817718317410025473 | Auteur: c moi wsh | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: ptdr c'est un trou noir ou quoi sa chatte
Msg_id: 817718346644455444 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: S la*
Msg_id: 817718394383761418 | Auteur: _*Sudo-Su*_ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Avec un peux de chance elle vas exploser
